record_id,date_id,plant_id,machine_id,shift_id,product_id,planned_qty,produced_qty,defective_qty,downtime_minutes,energy_consumed_kwh,failure_event,machine_wear_index
10241,20251125,P02,M014,S2,PR03,268.4,254.4,5,0.5,56.29,False,0.0503
10242,20251125,P02,M014,S3,PR05,271.1,259.6,4,25.8,57.35,False,0.0503
10243,20251125,P02,M015,S1,PR01,428.3,410.0,6,13.3,32.05,False,0.0419
10244,20251125,P02,M015,S2,PR03,406.7,380.7,4,7.2,34.64,False,0.0419
10245,20251125,P02,M015,S3,PR02,426.9,394.8,7,12.5,34.07,False,0.0419
10246,20251125,P02,M016,S1,PR05,180.3,177.2,2,14.5,76.13,False,0.1213
10247,20251125,P02,M016,S2,PR05,158.3,158.3,2,0.9,69.2,False,0.1213
10248,20251125,P02,M016,S3,PR01,168.2,170.2,2,6.9,76.43,False,0.1213
10249,20251125,P03,M017,S1,PR04,450.0,445.0,4,2.1,36.62,False,0.0643
10250,20251125,P03,M017,S2,PR01,488.4,479.1,8,1.4,37.64,False,0.0643
10251,20251125,P03,M017,S3,PR03,461.5,464.7,6,6.7,32.54,False,0.0643
10252,20251125,P03,M018,S1,PR03,614.7,566.6,11,30.8,26.03,False,0.169
10253,20251125,P03,M018,S2,PR03,619.4,593.7,8,11.8,27.73,False,0.169
10254,20251125,P03,M018,S3,PR05,623.9,592.4,12,16.4,27.91,False,0.169
10255,20251125,P03,M019,S1,PR04,341.0,321.4,4,6.2,48.06,False,0.0233
10256,20251125,P03,M019,S2,PR01,306.0,311.7,5,3.0,46.71,False,0.0233
10257,20251125,P03,M019,S3,PR02,346.1,323.7,3,22.5,46.13,False,0.0233
10258,20251125,P03,M020,S1,PR04,245.5,239.4,4,7.1,49.35,False,0.0305
10259,20251125,P03,M020,S2,PR01,235.9,214.9,1,5.3,49.1,False,0.0305
10260,20251125,P03,M020,S3,PR04,216.6,202.0,4,6.7,46.61,False,0.0305
10261,20251125,P03,M021,S1,PR04,362.1,332.5,6,23.7,38.97,False,0.084
10262,20251125,P03,M021,S2,PR04,374.2,351.3,5,4.7,43.15,False,0.084
10263,20251125,P03,M021,S3,PR02,335.8,310.5,4,6.0,40.98,False,0.084
10264,20251125,P03,M022,S1,PR05,333.9,325.6,3,2.8,58.96,False,0.1291
10265,20251125,P03,M022,S2,PR05,321.1,310.4,8,7.6,65.16,False,0.1291
10266,20251125,P03,M022,S3,PR04,299.4,298.5,3,5.4,64.27,False,0.1291
10267,20251125,P03,M023,S1,PR01,447.9,423.7,8,34.1,28.55,False,0.0709
10268,20251125,P03,M023,S2,PR01,489.4,465.1,7,12.4,33.3,False,0.0709
10269,20251125,P03,M023,S3,PR05,482.3,448.1,5,35.5,30.42,False,0.0709
10270,20251125,P03,M024,S1,PR03,161.3,138.4,2,36.4,64.08,False,0.236
10271,20251125,P03,M024,S2,PR05,165.8,150.8,3,26.7,71.49,False,0.236
10272,20251125,P03,M024,S3,PR03,156.7,145.3,2,26.3,66.52,False,0.236
10273,20251125,P04,M025,S1,PR03,454.2,446.8,12,5.7,36.28,False,0.1609
10274,20251125,P04,M025,S2,PR02,462.1,460.4,7,2.7,35.33,False,0.1609
10275,20251125,P04,M025,S3,PR04,418.8,427.4,11,2.6,32.83,False,0.1609
10276,20251125,P04,M026,S1,PR01,675.1,601.8,7,48.4,25.02,False,0.0425
10277,20251125,P04,M026,S2,PR05,664.2,666.9,14,9.2,28.75,False,0.0425
10278,20251125,P04,M026,S3,PR04,735.3,687.7,14,10.7,24.83,False,0.0425
10279,20251125,P04,M027,S1,PR03,313.9,309.9,4,5.0,44.23,False,0.0624
10280,20251125,P04,M027,S2,PR05,314.4,310.9,3,8.2,41.14,False,0.0624
10281,20251125,P04,M027,S3,PR03,336.2,318.1,6,3.9,45.07,False,0.0624
10282,20251125,P04,M028,S1,PR01,175.8,166.7,2,5.5,48.69,False,0.0415
10283,20251125,P04,M028,S2,PR04,186.9,175.6,1,2.2,51.21,False,0.0415
10284,20251125,P04,M028,S3,PR01,183.4,182.7,3,1.8,48.87,False,0.0415
10285,20251125,P04,M029,S1,PR04,383.1,366.7,5,11.0,43.36,False,0.0241
10286,20251125,P04,M029,S2,PR05,424.9,433.3,6,3.7,43.0,False,0.0241
10287,20251125,P04,M029,S3,PR04,399.5,377.0,4,29.1,42.35,False,0.0241
10288,20251125,P04,M030,S1,PR03,292.5,286.1,3,6.1,58.37,False,0.1307
10289,20251125,P04,M030,S2,PR02,278.3,251.9,4,21.1,53.19,False,0.1307
10290,20251125,P04,M030,S3,PR04,254.3,236.5,3,6.0,56.0,False,0.1307
10291,20251125,P04,M031,S1,PR01,467.9,430.3,9,10.1,32.27,False,0.0936
10292,20251125,P04,M031,S2,PR01,460.2,439.3,8,12.3,30.48,False,0.0936
10293,20251125,P04,M031,S3,PR04,476.7,441.6,7,7.2,30.91,False,0.0936
10294,20251125,P04,M032,S1,PR02,199.7,194.5,1,6.8,73.28,False,0.0524
10295,20251125,P04,M032,S2,PR05,183.5,182.9,3,2.1,80.19,False,0.0524
10296,20251125,P04,M032,S3,PR03,177.1,161.2,1,16.2,73.16,False,0.0524
10297,20251125,P05,M033,S1,PR02,421.5,383.1,7,25.6,37.22,False,0.1238
10298,20251125,P05,M033,S2,PR03,460.2,452.5,5,16.2,39.0,False,0.1238
10299,20251125,P05,M033,S3,PR03,428.5,423.6,4,17.4,37.1,False,0.1238
10300,20251125,P05,M034,S1,PR04,595.7,595.0,12,10.5,26.27,False,0.1298
10301,20251125,P05,M034,S2,PR01,609.0,617.0,15,3.5,24.29,False,0.1298
10302,20251125,P05,M034,S3,PR02,623.3,557.2,9,13.6,25.15,False,0.1298
10303,20251125,P05,M035,S1,PR02,364.0,339.5,6,7.1,45.68,False,0.0276
10304,20251125,P05,M035,S2,PR01,338.2,325.2,3,28.2,43.16,False,0.0276
10305,20251125,P05,M035,S3,PR01,370.2,349.3,6,5.1,42.98,False,0.0276
10306,20251125,P05,M036,S1,PR04,213.8,211.3,3,7.5,49.9,False,0.1436
10307,20251125,P05,M036,S2,PR05,209.0,207.4,4,15.8,52.89,False,0.1436
10308,20251125,P05,M036,S3,PR01,189.9,168.8,2,53.9,46.23,False,0.1436
10309,20251125,P05,M037,S1,PR04,428.2,422.5,3,3.5,40.68,False,0.0632
10310,20251125,P05,M037,S2,PR02,409.1,404.5,4,16.1,37.18,False,0.0632
10311,20251125,P05,M037,S3,PR04,405.3,381.3,8,11.7,38.63,False,0.0632
10312,20251125,P05,M038,S1,PR01,306.6,282.0,6,9.5,57.98,False,0.0993
10313,20251125,P05,M038,S2,PR03,276.6,259.7,3,21.2,53.32,False,0.0993
10314,20251125,P05,M038,S3,PR04,284.7,277.1,5,4.9,55.41,False,0.0993
10315,20251125,P05,M039,S1,PR05,463.9,462.2,4,2.6,31.0,False,0.0778
10316,20251125,P05,M039,S2,PR01,484.4,440.9,5,16.0,27.78,False,0.0778
10317,20251125,P05,M039,S3,PR04,494.3,494.6,11,1.1,29.56,False,0.0778
10318,20251125,P05,M040,S1,PR01,173.0,173.8,4,2.2,79.48,False,0.1155
10319,20251125,P05,M040,S2,PR02,159.2,158.6,3,1.2,88.04,False,0.1155
10320,20251125,P05,M040,S3,PR01,170.9,170.9,3,3.8,77.86,False,0.1155
10321,20251126,P01,M001,S1,PR01,426.0,398.7,4,7.4,39.41,False,0.0765
10322,20251126,P01,M001,S2,PR04,411.1,371.4,8,9.1,35.5,False,0.0765
10323,20251126,P01,M001,S3,PR01,422.6,424.4,10,5.1,39.76,False,0.0765
10324,20251126,P01,M002,S1,PR03,711.8,686.3,8,3.8,25.93,False,0.0455
10325,20251126,P01,M002,S2,PR01,760.6,691.8,5,7.6,26.9,False,0.0455
10326,20251126,P01,M002,S3,PR02,716.6,639.3,13,20.3,23.16,False,0.0455
10327,20251126,P01,M003,S1,PR05,381.6,357.1,4,5.0,50.75,False,0.0237
10328,20251126,P01,M003,S2,PR02,338.6,308.6,4,18.4,47.78,False,0.0237
10329,20251126,P01,M003,S3,PR04,352.6,344.7,6,2.8,46.94,False,0.0237
10330,20251126,P01,M004,S1,PR05,203.7,147.0,2,127.6,40.13,True,0.0615
10331,20251126,P01,M004,S2,PR04,203.4,180.4,4,51.9,43.88,False,0.02
10332,20251126,P01,M004,S3,PR05,195.1,182.8,2,9.1,45.06,False,0.02
10333,20251126,P01,M005,S1,PR04,449.5,417.9,8,2.0,45.97,False,0.1468
10334,20251126,P01,M005,S2,PR01,480.9,468.4,7,8.0,42.98,False,0.1468
10335,20251126,P01,M005,S3,PR01,481.4,415.2,6,31.7,39.94,False,0.1468
10336,20251126,P01,M006,S1,PR01,306.0,296.7,5,2.9,65.34,False,0.0347
10337,20251126,P01,M006,S2,PR03,336.7,322.7,7,11.7,59.55,False,0.0347
10338,20251126,P01,M006,S3,PR01,349.0,330.6,4,5.7,56.48,False,0.0347
10339,20251126,P01,M007,S1,PR01,455.3,418.1,7,12.9,31.13,False,0.0497
10340,20251126,P01,M007,S2,PR05,527.1,509.7,5,12.1,31.1,False,0.0497
10341,20251126,P01,M007,S3,PR04,476.3,436.9,6,16.9,26.62,False,0.0497
10342,20251126,P01,M008,S1,PR02,193.8,182.1,4,19.8,74.65,False,0.2045
10343,20251126,P01,M008,S2,PR01,204.9,191.0,3,14.0,73.96,False,0.2045
10344,20251126,P01,M008,S3,PR02,212.2,194.1,4,20.6,71.94,False,0.2045
10345,20251126,P02,M009,S1,PR01,449.2,454.2,6,0.8,37.96,False,0.1846
10346,20251126,P02,M009,S2,PR05,423.0,427.1,6,6.9,36.21,False,0.1846
10347,20251126,P02,M009,S3,PR03,433.4,411.2,6,10.8,40.17,False,0.1846
10348,20251126,P02,M010,S1,PR01,708.9,683.2,14,18.6,26.38,False,0.0619
10349,20251126,P02,M010,S2,PR01,788.3,780.7,6,13.9,26.93,False,0.0619
10350,20251126,P02,M010,S3,PR01,730.4,702.1,6,2.1,26.4,False,0.0619
10351,20251126,P02,M011,S1,PR03,346.6,336.6,7,3.9,43.65,False,0.1418
10352,20251126,P02,M011,S2,PR03,339.1,321.9,8,4.9,46.67,False,0.1418
10353,20251126,P02,M011,S3,PR01,339.4,330.8,5,1.8,46.88,False,0.1418
10354,20251126,P02,M012,S1,PR03,197.5,178.2,2,20.5,48.21,False,0.0873
10355,20251126,P02,M012,S2,PR03,189.2,183.8,2,0.7,52.06,False,0.0873
10356,20251126,P02,M012,S3,PR03,212.2,216.6,5,2.2,53.0,False,0.0873
10357,20251126,P02,M013,S1,PR05,477.1,454.7,6,1.8,37.24,False,0.0613
10358,20251126,P02,M013,S2,PR01,488.3,463.9,5,4.2,35.9,False,0.0613
10359,20251126,P02,M013,S3,PR05,491.6,465.8,5,1.9,42.64,False,0.0613
10360,20251126,P02,M014,S1,PR03,272.6,278.4,3,2.7,63.49,False,0.0561
10361,20251126,P02,M014,S2,PR02,275.6,257.6,4,11.3,54.62,False,0.0561
10362,20251126,P02,M014,S3,PR04,298.7,272.4,5,22.1,53.03,False,0.0561
10363,20251126,P02,M015,S1,PR02,457.4,447.8,5,10.4,28.57,False,0.0435
10364,20251126,P02,M015,S2,PR02,446.8,421.1,7,1.3,31.97,False,0.0435
10365,20251126,P02,M015,S3,PR01,432.6,403.7,3,2.9,32.94,False,0.0435
10366,20251126,P02,M016,S1,PR04,156.9,153.9,3,9.3,70.29,False,0.1235
10367,20251126,P02,M016,S2,PR02,159.7,162.6,3,5.5,82.89,False,0.1235
10368,20251126,P02,M016,S3,PR03,182.6,168.9,2,16.8,71.98,False,0.1235
10369,20251126,P03,M017,S1,PR02,496.1,432.8,8,26.8,32.04,False,0.0657
10370,20251126,P03,M017,S2,PR04,488.9,468.3,6,15.4,36.92,False,0.0657
10371,20251126,P03,M017,S3,PR03,489.7,462.9,4,6.3,32.34,False,0.0657
10372,20251126,P03,M018,S1,PR05,627.6,602.0,12,17.3,27.04,False,0.1711
10373,20251126,P03,M018,S2,PR02,633.8,609.0,14,6.0,29.01,False,0.1711
10374,20251126,P03,M018,S3,PR04,622.1,621.5,12,3.5,30.31,False,0.1711
10375,20251126,P03,M019,S1,PR02,347.4,353.2,3,4.1,47.98,False,0.027
10376,20251126,P03,M019,S2,PR04,314.0,294.6,3,0.3,42.8,False,0.027
10377,20251126,P03,M019,S3,PR01,296.2,277.0,4,13.2,46.94,False,0.027
10378,20251126,P03,M020,S1,PR04,234.1,227.3,4,11.1,45.73,False,0.0316
10379,20251126,P03,M020,S2,PR04,221.7,211.2,2,13.6,41.99,False,0.0316
10380,20251126,P03,M020,S3,PR04,219.1,211.2,2,13.2,42.38,False,0.0316
10381,20251126,P03,M021,S1,PR02,319.9,309.9,4,25.9,42.54,False,0.0853
10382,20251126,P03,M021,S2,PR05,353.7,334.7,7,1.5,42.38,False,0.0853
10383,20251126,P03,M021,S3,PR04,329.1,311.1,4,20.7,44.49,False,0.0853
10384,20251126,P03,M022,S1,PR01,322.4,297.7,7,4.4,63.05,False,0.1303
10385,20251126,P03,M022,S2,PR03,328.0,326.9,6,7.3,69.07,False,0.1303
10386,20251126,P03,M022,S3,PR05,318.3,294.2,4,15.6,66.3,False,0.1303
10387,20251126,P03,M023,S1,PR02,458.1,423.7,7,0.5,32.11,False,0.0743
10388,20251126,P03,M023,S2,PR03,487.6,428.9,6,21.6,29.74,False,0.0743
10389,20251126,P03,M023,S3,PR04,474.8,450.7,7,1.8,32.83,False,0.0743
10390,20251126,P03,M024,S1,PR03,159.4,156.4,4,17.0,68.7,False,0.2382
10391,20251126,P03,M024,S2,PR04,162.6,155.2,2,13.3,73.0,False,0.2382
10392,20251126,P03,M024,S3,PR03,168.0,167.5,4,5.3,76.32,False,0.2382
10393,20251126,P04,M025,S1,PR02,430.3,417.0,8,15.7,35.93,False,0.1649
10394,20251126,P04,M025,S2,PR04,455.8,438.2,12,14.0,35.71,False,0.1649
10395,20251126,P04,M025,S3,PR01,407.9,382.2,10,0.5,33.42,False,0.1649
10396,20251126,P04,M026,S1,PR02,776.7,778.6,11,8.8,26.16,False,0.0477
10397,20251126,P04,M026,S2,PR03,701.6,673.1,14,5.5,28.72,False,0.0477
10398,20251126,P04,M026,S3,PR01,673.5,670.7,6,10.0,29.73,False,0.0477
10399,20251126,P04,M027,S1,PR02,321.8,290.7,5,22.5,46.71,False,0.0635
10400,20251126,P04,M027,S2,PR03,343.4,311.9,6,41.3,38.67,False,0.0635
10401,20251126,P04,M027,S3,PR03,343.4,326.8,4,32.9,40.25,False,0.0635
10402,20251126,P04,M028,S1,PR03,189.9,174.9,4,2.8,52.43,False,0.043
10403,20251126,P04,M028,S2,PR01,193.9,171.2,3,26.2,51.17,False,0.043
10404,20251126,P04,M028,S3,PR04,177.2,169.2,2,18.4,44.83,False,0.043
10405,20251126,P04,M029,S1,PR03,405.0,380.1,8,2.9,41.85,False,0.0258
10406,20251126,P04,M029,S2,PR01,410.8,404.1,5,3.5,44.37,False,0.0258
10407,20251126,P04,M029,S3,PR02,404.6,390.6,6,6.0,42.99,False,0.0258
10408,20251126,P04,M030,S1,PR03,276.6,241.5,3,37.5,49.51,False,0.1355
10409,20251126,P04,M030,S2,PR05,256.8,235.7,3,23.2,51.99,False,0.1355
10410,20251126,P04,M030,S3,PR02,287.9,252.9,6,26.1,57.72,False,0.1355
10411,20251126,P04,M031,S1,PR03,444.7,435.3,8,9.7,35.31,False,0.0982
10412,20251126,P04,M031,S2,PR04,453.4,301.6,5,136.5,26.22,True,0.0982
10413,20251126,P04,M031,S3,PR04,472.8,444.5,6,17.3,33.64,False,0.0334
10414,20251126,P04,M032,S1,PR01,181.4,158.0,3,31.0,70.33,False,0.0562
10415,20251126,P04,M032,S2,PR04,176.2,172.9,4,3.0,71.37,False,0.0562
10416,20251126,P04,M032,S3,PR01,182.1,165.4,1,11.3,78.06,False,0.0562
10417,20251126,P05,M033,S1,PR05,454.6,419.2,9,13.6,33.79,False,0.1283
10418,20251126,P05,M033,S2,PR03,454.5,455.8,9,4.0,36.76,False,0.1283
10419,20251126,P05,M033,S3,PR01,443.3,443.7,5,2.0,39.44,False,0.1283
10420,20251126,P05,M034,S1,PR03,617.3,522.4,13,42.6,24.99,False,0.1311
10421,20251126,P05,M034,S2,PR03,644.1,379.6,7,184.4,15.58,True,0.1311
10422,20251126,P05,M034,S3,PR01,642.1,622.9,7,17.4,24.36,False,0.0396
10423,20251126,P05,M035,S1,PR02,349.3,324.1,6,26.8,47.14,False,0.0305
10424,20251126,P05,M035,S2,PR01,341.2,339.3,7,13.6,48.44,False,0.0305
10425,20251126,P05,M035,S3,PR05,341.7,324.1,6,9.2,47.09,False,0.0305
10426,20251126,P05,M036,S1,PR04,201.3,186.5,2,24.9,50.79,False,0.1483
10427,20251126,P05,M036,S2,PR01,198.8,181.1,3,11.8,53.95,False,0.1483
10428,20251126,P05,M036,S3,PR05,186.5,179.9,5,20.1,48.08,False,0.1483
10429,20251126,P05,M037,S1,PR05,425.3,400.1,8,6.8,41.4,False,0.0651
10430,20251126,P05,M037,S2,PR05,463.7,444.2,6,10.2,41.85,False,0.0651
10431,20251126,P05,M037,S3,PR02,403.9,396.2,8,21.7,37.49,False,0.0651
10432,20251126,P05,M038,S1,PR03,286.0,276.6,3,1.0,60.11,False,0.1028
10433,20251126,P05,M038,S2,PR04,272.7,250.1,5,20.9,62.44,False,0.1028
10434,20251126,P05,M038,S3,PR01,272.7,266.2,6,23.8,59.49,False,0.1028
10435,20251126,P05,M039,S1,PR01,497.7,465.1,6,19.9,28.49,False,0.0818
10436,20251126,P05,M039,S2,PR02,479.2,447.5,10,7.6,29.65,False,0.0818
10437,20251126,P05,M039,S3,PR01,469.6,442.3,7,38.1,26.85,False,0.0818
10438,20251126,P05,M040,S1,PR03,160.8,154.7,4,9.0,76.71,False,0.1204
10439,20251126,P05,M040,S2,PR02,171.6,168.4,3,12.8,83.66,False,0.1204
10440,20251126,P05,M040,S3,PR01,154.9,156.7,3,6.5,79.85,False,0.1204
10441,20251127,P01,M001,S1,PR01,433.0,438.0,5,6.9,35.65,False,0.0785
10442,20251127,P01,M001,S2,PR04,429.6,427.1,9,2.8,36.71,False,0.0785
10443,20251127,P01,M001,S3,PR04,455.4,429.9,8,9.6,36.84,False,0.0785
10444,20251127,P01,M002,S1,PR04,658.2,616.0,12,7.7,22.73,False,0.0476
10445,20251127,P01,M002,S2,PR04,755.2,680.7,7,11.0,23.71,False,0.0476
10446,20251127,P01,M002,S3,PR04,750.8,748.3,6,9.3,24.26,False,0.0476
10447,20251127,P01,M003,S1,PR05,350.6,349.0,6,11.1,46.15,False,0.0258
10448,20251127,P01,M003,S2,PR05,339.8,319.4,6,12.0,47.29,False,0.0258
10449,20251127,P01,M003,S3,PR03,339.7,340.0,5,2.5,46.22,False,0.0258
10450,20251127,P01,M004,S1,PR05,184.8,181.2,3,20.5,47.88,False,0.0222
10451,20251127,P01,M004,S2,PR03,192.7,179.4,1,3.1,47.48,False,0.0222
10452,20251127,P01,M004,S3,PR03,212.0,197.7,2,9.7,48.27,False,0.0222
10453,20251127,P01,M005,S1,PR05,469.9,436.5,8,14.6,41.35,False,0.1485
10454,20251127,P01,M005,S2,PR05,458.1,449.0,9,8.6,41.73,False,0.1485
10455,20251127,P01,M005,S3,PR01,429.2,407.1,6,11.6,41.91,False,0.1485
10456,20251127,P01,M006,S1,PR01,332.5,310.5,7,4.1,56.87,False,0.0367
10457,20251127,P01,M006,S2,PR04,321.0,302.6,4,9.8,63.74,False,0.0367
10458,20251127,P01,M006,S3,PR05,321.8,300.2,4,7.3,62.57,False,0.0367
10459,20251127,P01,M007,S1,PR03,525.5,499.0,11,9.9,29.52,False,0.0555
10460,20251127,P01,M007,S2,PR05,454.6,458.0,4,0.7,26.84,False,0.0555
10461,20251127,P01,M007,S3,PR04,525.3,466.2,9,36.8,29.61,False,0.0555
10462,20251127,P01,M008,S1,PR05,188.3,188.5,4,10.0,74.03,False,0.2065
10463,20251127,P01,M008,S2,PR03,200.5,167.0,4,59.3,70.93,False,0.2065
10464,20251127,P01,M008,S3,PR05,188.3,159.3,3,76.8,66.76,False,0.2065
10465,20251127,P02,M009,S1,PR05,415.5,395.6,11,15.4,36.09,False,0.1879
10466,20251127,P02,M009,S2,PR05,441.7,395.5,7,14.1,39.01,False,0.1879
10467,20251127,P02,M009,S3,PR03,395.5,370.4,8,8.9,40.0,False,0.1879
10468,20251127,P02,M010,S1,PR02,755.1,717.5,7,9.4,28.43,False,0.0633
10469,20251127,P02,M010,S2,PR01,792.9,757.1,16,1.2,28.45,False,0.0633
10470,20251127,P02,M010,S3,PR01,742.2,709.9,8,11.7,26.48,False,0.0633
10471,20251127,P02,M011,S1,PR05,314.8,283.6,6,10.6,38.89,False,0.1464
10472,20251127,P02,M011,S2,PR03,323.3,285.2,6,29.4,38.67,False,0.1464
10473,20251127,P02,M011,S3,PR01,321.1,296.4,5,18.3,41.47,False,0.1464
10474,20251127,P02,M012,S1,PR03,203.7,174.0,4,41.2,50.54,False,0.0912
10475,20251127,P02,M012,S2,PR02,190.4,178.0,2,25.4,55.4,False,0.0912
10476,20251127,P02,M012,S3,PR04,201.4,186.3,3,3.1,50.9,False,0.0912
10477,20251127,P02,M013,S1,PR03,457.7,418.7,9,12.4,37.17,False,0.0647
10478,20251127,P02,M013,S2,PR03,448.7,425.2,6,7.0,41.27,False,0.0647
10479,20251127,P02,M013,S3,PR03,464.6,451.5,10,1.7,36.55,False,0.0647
10480,20251127,P02,M014,S1,PR05,305.7,270.5,2,42.7,56.9,False,0.0615
10481,20251127,P02,M014,S2,PR01,287.1,285.7,2,12.4,62.32,False,0.0615
10482,20251127,P02,M014,S3,PR04,277.5,256.5,3,34.2,52.74,False,0.0615
10483,20251127,P02,M015,S1,PR04,405.9,364.6,7,28.3,30.7,False,0.048
10484,20251127,P02,M015,S2,PR05,455.7,432.8,6,2.3,31.3,False,0.048
10485,20251127,P02,M015,S3,PR02,444.3,428.5,3,4.8,32.77,False,0.048
10486,20251127,P02,M016,S1,PR05,176.9,173.3,4,18.6,77.44,False,0.1253
10487,20251127,P02,M016,S2,PR05,160.0,160.2,2,6.1,77.32,False,0.1253
10488,20251127,P02,M016,S3,PR03,178.6,174.2,2,5.5,81.6,False,0.1253
10489,20251127,P03,M017,S1,PR02,458.7,456.5,8,6.3,33.87,False,0.0709
10490,20251127,P03,M017,S2,PR02,504.2,483.5,6,4.4,38.12,False,0.0709
10491,20251127,P03,M017,S3,PR01,513.3,446.0,9,45.1,31.3,False,0.0709
10492,20251127,P03,M018,S1,PR02,665.8,613.6,13,3.7,32.01,False,0.1768
10493,20251127,P03,M018,S2,PR05,651.5,625.6,15,23.9,27.84,False,0.1768
10494,20251127,P03,M018,S3,PR03,631.3,588.6,14,5.3,30.46,False,0.1768
10495,20251127,P03,M019,S1,PR04,321.9,308.2,2,31.6,40.13,False,0.0317
10496,20251127,P03,M019,S2,PR03,315.8,283.7,4,14.4,44.73,False,0.0317
10497,20251127,P03,M019,S3,PR02,317.2,312.6,6,17.7,40.06,False,0.0317
10498,20251127,P03,M020,S1,PR05,222.7,212.7,4,18.9,47.94,False,0.0358
10499,20251127,P03,M020,S2,PR05,217.4,218.9,4,1.0,48.77,False,0.0358
10500,20251127,P03,M020,S3,PR02,225.4,140.3,1,189.2,27.93,True,0.0358
10501,20251127,P03,M021,S1,PR04,335.7,301.8,6,15.1,45.47,False,0.0905
10502,20251127,P03,M021,S2,PR05,333.4,308.4,4,6.1,44.69,False,0.0905
10503,20251127,P03,M021,S3,PR04,353.4,309.8,6,32.8,41.75,False,0.0905
10504,20251127,P03,M022,S1,PR01,317.1,298.8,4,25.5,65.28,False,0.1321
10505,20251127,P03,M022,S2,PR03,299.2,282.8,4,4.6,70.65,False,0.1321
10506,20251127,P03,M022,S3,PR03,291.4,282.6,6,11.1,64.02,False,0.1321
10507,20251127,P03,M023,S1,PR05,482.2,465.9,7,8.1,33.62,False,0.077
10508,20251127,P03,M023,S2,PR03,440.0,398.4,8,18.9,29.26,False,0.077
10509,20251127,P03,M023,S3,PR05,496.7,488.6,6,5.9,35.47,False,0.077
10510,20251127,P03,M024,S1,PR02,175.2,157.6,4,13.3,74.2,False,0.2437
10511,20251127,P03,M024,S2,PR03,169.8,150.0,2,26.1,70.18,False,0.2437
10512,20251127,P03,M024,S3,PR01,157.6,150.2,3,18.0,63.16,False,0.2437
10513,20251127,P04,M025,S1,PR01,449.6,424.1,6,10.5,32.18,False,0.1668
10514,20251127,P04,M025,S2,PR02,452.4,421.6,11,26.0,31.66,False,0.1668
10515,20251127,P04,M025,S3,PR02,455.1,458.3,10,5.4,35.38,False,0.1668
10516,20251127,P04,M026,S1,PR02,662.5,622.8,6,4.3,26.48,False,0.0531
10517,20251127,P04,M026,S2,PR04,773.5,701.0,13,15.0,29.33,False,0.0531
10518,20251127,P04,M026,S3,PR04,704.5,671.4,8,2.2,26.75,False,0.0531
10519,20251127,P04,M027,S1,PR04,343.7,305.2,7,17.2,43.34,False,0.0674
10520,20251127,P04,M027,S2,PR05,311.8,317.7,3,1.2,43.74,False,0.0674
10521,20251127,P04,M027,S3,PR05,350.0,345.1,3,7.9,48.06,False,0.0674
10522,20251127,P04,M028,S1,PR04,188.6,184.8,2,18.1,44.91,False,0.0462
10523,20251127,P04,M028,S2,PR01,183.2,166.5,2,25.9,45.03,False,0.0462
10524,20251127,P04,M028,S3,PR02,193.8,177.3,3,3.5,51.05,False,0.0462
10525,20251127,P04,M029,S1,PR03,387.7,375.6,3,3.6,42.19,False,0.0313
10526,20251127,P04,M029,S2,PR03,424.4,421.5,7,3.5,40.8,False,0.0313
10527,20251127,P04,M029,S3,PR01,376.1,339.2,5,27.8,43.45,False,0.0313
10528,20251127,P04,M030,S1,PR02,267.3,247.4,5,12.6,52.73,False,0.1391
10529,20251127,P04,M030,S2,PR04,261.6,256.2,4,11.1,58.89,False,0.1391
10530,20251127,P04,M030,S3,PR02,264.8,246.1,6,10.0,51.86,False,0.1391
10531,20251127,P04,M031,S1,PR04,434.3,400.8,6,23.6,30.0,False,0.035
10532,20251127,P04,M031,S2,PR05,461.0,414.2,5,11.9,31.93,False,0.035
10533,20251127,P04,M031,S3,PR03,473.7,448.9,3,1.9,30.03,False,0.035
10534,20251127,P04,M032,S1,PR01,194.9,193.9,3,7.0,73.88,False,0.0573
10535,20251127,P04,M032,S2,PR01,193.9,190.1,3,1.1,81.25,False,0.0573
10536,20251127,P04,M032,S3,PR02,178.2,162.3,3,4.9,70.91,False,0.0573
10537,20251127,P05,M033,S1,PR01,428.4,401.2,4,30.4,33.1,False,0.1301
10538,20251127,P05,M033,S2,PR04,412.3,404.4,8,11.4,35.03,False,0.1301
10539,20251127,P05,M033,S3,PR03,419.8,354.7,5,58.1,33.57,False,0.1301
10540,20251127,P05,M034,S1,PR04,607.2,613.9,4,6.0,24.16,False,0.0426
10541,20251127,P05,M034,S2,PR05,559.6,564.5,9,5.8,26.23,False,0.0426
10542,20251127,P05,M034,S3,PR03,615.9,595.0,7,6.3,24.73,False,0.0426
10543,20251127,P05,M035,S1,PR02,346.6,347.6,6,2.2,48.69,False,0.0336
10544,20251127,P05,M035,S2,PR03,327.4,329.6,4,2.7,47.96,False,0.0336
10545,20251127,P05,M035,S3,PR05,380.6,347.8,5,7.2,48.93,False,0.0336
10546,20251127,P05,M036,S1,PR03,187.8,189.5,4,6.3,56.31,False,0.1504
10547,20251127,P05,M036,S2,PR04,213.1,200.5,3,4.0,52.6,False,0.1504
10548,20251127,P05,M036,S3,PR02,211.5,194.5,3,4.6,48.3,False,0.1504
10549,20251127,P05,M037,S1,PR05,438.7,320.4,3,119.8,30.46,True,0.069
10550,20251127,P05,M037,S2,PR03,439.9,422.5,5,31.4,40.11,False,0.0212
